accuracy	aimTime	alpha1	alpha2	alpha3	backwardSpeed	base_capture_points	base_defense_points	base_xp	battles	bigImage	big_image	caliber	class	damage	damage_blocked	damage_received	direct_hits	distance_traveled	dpm1	dpm2	dpm3	forwardSpeed	frags	gunDepression	gunElevation	hit_rate	hp	image	intraClipReload	isPrem	life_time	maxAmmo	name	nation	pen1	pen2	pen3	pen_rate	penetrations	player_winrate	player_wn8	potentialDamage	potential_damage_received	power	reload	shell1	shell2	shell3	shellVelocity1	shellVelocity2	shellVelocity3	shots_fired	sniper_damage	specificPower	spots	spotting_assist	survival	tank_id	tier	tracking_assist	traverseSpeed	turretTraverseDispersion	turretTraverseSpeed	vehicleMovementDispersion	vehicleRotationDispersion	viewRange	weight	winrate	winrate_differential	wn8	wnx
0.35	2.1	440	440	530	15	0.42	0.25	686	38379	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB98_T95_FV4201_Chieftain.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB98_T95_FV4201_Chieftain.png	119.38	HT	2868	1324	2105	9.87	1489	2200	2200	2650	40	1.04	10	20	80.73	2200	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB98_T95_FV4201_Chieftain.png		True	306	40	T95/FV4201	UK	270	311	140	69.32	6.84	56.08	2117	17600	3347	1000	12	ARMOR_PIERCING_CR	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1150	1334	1067	12.23	393	16.75041876046901	1.44	531	33.13	57937	10	101	28	0.11	30	0.14	0.14	410	59700	56.1	0.02	2094	2215
0.36	2	240	240	320	21	1.21	0.31	451	557	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A81_T95_E2.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A81_T95_E2.png	90	MT	925	352	1339	5.88	1468	1920	1920	2560	56	0.6	9	19	66.02	1500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A81_T95_E2.png		True	294	64	T95E2	USA	190	250	45	68.85	4.05	50.88	1332	15360	1735	560	7.5	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	914	1219	732	8.9	264	15.280923404371435	1.05	411	25.49	53793	8	31	36	0.12	44	0.14	0.14	400	36647	45.06	-5.82	1062	941
0.38	2	400	400	515	20	0.27	0.36	679	4361	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A95_T95_E6.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A95_T95_E6.png	120	MT	2945	466	1952	10.28	1693	3000	3000	3862.5	56.3	1.23	9	20	75.46	2150	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A95_T95_E6.png		True	305	36	T95E6	USA	258	340	60	75.68	7.78	58.46	2701	14400	2361	750	8	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1067	1067	1067	13.62	771	18.46653863199882	1.4	618	32.93	55841	10	107	46	0.1	36	0.12	0.12	410	40614	57.44	-1.02	2651	2737
0.28	1.6	420	420	515	18	0.51	0.32	509	5179	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G168_KJpz_T_III.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G168_KJpz_T_III.png	120	TD	1602	44	1291	5.49	1208	2355.140186915888	2355.140186915888	2887.8504672897197	45	0.8	7	12	66.19	1650	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G168_KJpz_T_III.png		True	344	44	TIII Jäger	Germany	268	326	65	74.72	4.11	51.53	1566	18480	1307	850	10.7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1210	1415	980	8.3	941	17.164781906300483	0.34	229	34.7	33041	9	59	40	0.06	30	0.3	0.3	370	49520	50.32	-1.21	1414	1266
0.34	2	200	200	280	16					http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R205_Tank_Rozanova.png		85	MT						2307.6923076923076	2307.6923076923076	3230.769230769231	42		6	20		1300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R205_Tank_Rozanova.png		True		60	TITT	USSR	212	242	50					12000		520	5.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1100	1300	1100			13.089993706733795				35841	8		30	0.12	36	0.18	0.18	380	39725				
0.4	1.8	11	11		12	1.55	0.8	289	3173	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl01_TKS_20mm.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl01_TKS_20mm.png	20	LT	245	6	289	30.25	930	836.7670364500792	836.7670364500792		45	0.54	7	25	62.59	320	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl01_TKS_20mm.png	0.1875	True	189	500	TKS 20	Poland	43	55		71.85	21.73	48.3	1018	5500	284	42	6.2	ARMOR_PIERCING	ARMOR_PIERCING		820	858		48.32	9	16.153846153846153	0.92	26	18.78	401	2	4	45	0.08	44	0.18	0.18	290	2600	42.51	-5.79	1283	998
0.38	2.3	280	280	370	20	0.66	0.21	466	6154	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A127_TL_1_LPC.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A127_TL_1_LPC.png	90	MT	979	424	1247	5.22	1364	1909.0909090909088	1909.0909090909088	2522.7272727272725	50	0.6	9	19	65.08	1400	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A127_TL_1_LPC.png		True	276	64	TL-1 LPC	USA	208	280	45	70.6	3.69	48.98	1221	17920	1708	665	8.8	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	914	1219	732	8.02	276	18.14609654269108	0.98	383	23.38	62241	8	43	46	0.1	38	0.14	0.14	400	36647	49.16	0.18	1131	1001
0.4	2.6	360	360	460	15	0.71	0.32	551	34045	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A146_TL_7_120.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A146_TL_7_120.png	120	TD	1600	245	1236	6.46	1357	1731.4908554617589	1731.4908554617589	2212.46053753447	50	0.92	10	15	73.32	1500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A146_TL_7_120.png	2.2997316979685705	True	321	36	TL-7	USA	252	315	105	74.48	4.81	50.24	1374	12960	1510	480	43	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1060	1492	1050	8.81	570	17.31289449954914	0.63	301	31.21	34337	9	54	30	0.12	24	0.28	0.28	370	27725	50.52	0.28	1425	1391
0.35	2.3	360	360	440	15	0.84	0.12	463	116185	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz18_TNH_105_1000.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz18_TNH_105_1000.png	105	HT	1026	532	1544	5.09	1136	2097.0873786407765	2097.0873786407765	2563.1067961165045	50	0.53	7	15	74.17	1650	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz18_TNH_105_1000.png		False	271	44	TNH 105/1000	Czech	224	252	53	63.76	3.25	48.54	1112	15840	2115	750	10.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	930	1020	830	6.87	132	15.71503404924044	0.87	225	21.73	3441	8	38	30	0.1	30	0.2	0.2	370	47725	47.08	-1.46	1089	1001
0.35	2.3	440	440	530	15	0.81	0.14	524	148460	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz16_TNH_T_vz51.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz16_TNH_T_vz51.png	122	HT	1450	750	1755	5.52	1228	2200	2200	2650	50	0.64	7	19	77.32	1900	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz16_TNH_T_vz51.png		False	288	40	TNH T Vz. 51	Czech	252	294	68	65.71	3.63	49.14	1204	17600	2522	750	12	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	960	1080	860	7.14	173	14.475969889982629	0.95	276	25.48	3185	9	50	32	0.1	25	0.18	0.18	380	51810	49.44	0.3	1193	1145
0.36	2.3	150	150	190	7	0.72	0.19	421	25183	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB63_TOG_II.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB63_TOG_II.png	76.2	HT	755	183	1443	6.95	755	1800	1800	2280	14	0.66	10	20	64.87	1560	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB63_TOG_II.png		True	278	144	TOG II*	UK	171	239	38	75.95	5.28	48.71	1080	21600	1567	600	5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	884	1105	884	10.72	128	7.408870888076657	0.39	147	26.46	53841	6	26	20	0.2	32	0.22	0.22	360	80984	48.77	0.06	1131	990
0.44	1.8	400	400	515	12	1.01	0.15	516	95585	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A122_TS-5.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A122_TS-5.png	120	TD	1232	909	1323	5.09	1005	2823.529411764706	2823.529411764706	3635.2941176470586	26	0.7	5	20	67.49	1500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A122_TS-5.png		True	292	40	TS-5	USA	248	300	60	66	3.36	49.36	1237	16000	2291	750	8.5	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	860	1050	860	7.54	281	12.557555462536627	0.57	238	27.01	60449	8	39	24	0.06	22	0.16	0.16	370	59725	48.76	-0.6	1136	1173
0.38	2	280	280	370	15	0.69	0.14	555	259590	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A145_TS_54.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A145_TS_54.png	94	HT	1247	789	1462	7.11	1171	2240	2240	2960	40	0.69	8	20	74.07	1500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A145_TS_54.png		True	268	40	TS-54	USA	218	252	47	66.39	4.72	50.04	1366	11200	2276	800	7.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	878	1098	878	9.6	166	16.08848667672197	0.98	265	22.78	34849	8	45	30	0.06	28	0.14	0.14	380	49725	50.19	0.15	1242	1384
0.39	2.4	460	460	550	14	0.73	0.13	553	34198	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A167_TS_6.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A167_TS_6.png	120	HT	1669	996	1718	6.15	1162	2029.4117647058824	2029.4117647058824	2426.470588235294	30	0.71	10	15	76.64	1800	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A167_TS_6.png		True	293	40	TS-6	USA	252	310	60	63.54	3.91	50.33	1450	18400	2736	700	13.6	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1120	990	990	8.03	220	12.567324955116696	0.79	294	26.94	49953	9	49	26	0.08	28	0.18	0.18	380	55700	49.9	-0.43	1394	1370
0.4	1.7	400	400	515	12	0.92	0.21	485	28867	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A151_TS_60.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A151_TS_60.png	120	TD	1356	629	1597	5.73	1101	2790.6976744186045	2790.6976744186045	3593.0232558139533	35	0.68	7	20	67.03	1900	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A151_TS_60.png		True	323	40	TS-60	USA	258	320	60	63.83	3.66	48.92	1187	16000	2230	800	8.6	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1150	950	850	8.55	469	14.618547281863865	0.53	273	30.34	33569	9	51	28	0.06	18	0.25	0.25	380	54725	48.72	-0.2	1077	1056
0.4	2.7	490	490	640	14	0.95	0.09	506	27332	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz35_T56_G.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz35_T56_G.png	130	HT	1383	990	1750	4.72	1142	2000	2000	2612.2448979591836	30	0.6	5	20	74.87	1850	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz35_T56_G.png		True	285	40	TT-130M	Czech	244	306	65	64	3.02	49.38	1271	19600	2755	600	14.7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	980	1180	980	6.31	169	10.968921389396709	0.94	298	24.2	60785	9	42	25	0.15	25	0.25	0.25	380	54700	48.36	-1.02	1172	1138
0.35	2.1	320	320	420	20	0.35	0.22	521	714875	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz04_T50_51.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz04_T50_51.png	100	MT	1860	124	1669	8.43	1590	2603.3898305084745	2603.3898305084745	3416.9491525423728	60	0.84	8	20	73.87	1850	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz04_T50_51.png	1.5	False	274	48	TVP T 50/51	Czech	248	310	50	72.18	6.09	50.98	1507	15360	1770	1120	25	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1400	900	900	11.42	666	28.211586901763223	1.1	446	23.05	2417	10	81	54	0.1	36	0.18	0.18	410	39700	49.1	-1.88	1451	1391
0.36	2.2	240	240	295	20	0.57	0.19	428	132443	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz07_TVP_46.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz07_TVP_46.png	88	MT	963	72	1394	5.75	1340	1510.869109947644	1510.869109947644	1857.109947643979	50	0.6	8	20	69.13	1550	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz07_TVP_46.png	1.7964071856287427	False	270	60	TVP VTU	Czech	210	252	44	74.16	4.26	48.92	1199	14400	1491	770	25	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1020	1180	800	8.31	282	21.83344202795815	0.77	263	20.51	1905	8	39	53	0.1	42	0.2	0.2	380	35267	44.83	-4.09	1141	975
0.36	2.1	510	510	660	15	1.12	0.2	674	1045710	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G187_Taschenratte.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G187_Taschenratte.png	132	HT	2734	3228	3107	12.2	1167	2217.391304347826	2217.391304347826	2869.565217391304	18	0.95	8	24	77.49	3300	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G187_Taschenratte.png		False	333	60	Taschenratte	Germany	268	330	66	43.73	5.34	51.34	1600	30600	6287	1900	13.8	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1050	700	800	15.75	258	9.514271407110666	0.64	466	35.8	41745	11	74	15	0.05	16	0.22	0.22	400	199700	49.65	-1.69	1512	1496
0.4	2.2	45	45	60	15	3.07	0.78	291	667	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J02_Te_Ke.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J02_Te_Ke.png	37	LT	309	11	283	9.74	940	900	900	1200	42	0.72	15	20	66.81	320	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J02_Te_Ke.png		True	220	205	Te-Ke	Japan	41	60	18	72.88	7.1	48.82	942	9225	286	65	3	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	685	685	685	14.58	35	14.263770024138688	0.8	24	25.49	3169	2	6	44	0.12	36	0.24	0.24	300	4557	42.28	-6.54	1509	1450
0.4	2	16	13	28	25	0.3	0.2	501	323685	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz34_Vz_71_Tesak.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz34_Vz_71_Tesak.png	57	LT	1158	8	1572	108.49	1710	3049.131513647643	2477.4193548387098	5335.980148883375	65	0.59	12	30	61.38	1650	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz34_Vz_71_Tesak.png	0.05	False	224	1024	Tesák	Czech	192	247	50	60.84	66	51.37	1520	16384	1460	650	17	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	800	1000	720	176.74	173	38.92215568862275	2.43	913	15.34	6769	10	28	45	0.05	60	0.08	0.08	390	16700	46.86	-4.51	1330	1472
0.4	2.28571428571429	45	45	60	20	1.15	1.05	331	1322	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R84_Tetrarch_LL.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R84_Tetrarch_LL.png	40	LT	381	35	254	9.93	1245	944.9999999999991	944.9999999999991	1259.9999999999986	64	0.93	10	25	65.24	280	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R84_Tetrarch_LL.png		True	208	100	Tetrarch	USSR	64	121	23	86.81	8.62	48.43	1101	4500	284	180	2.85714285714286	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	792	990	792	15.23	40	25.550035486160397	1.4	25	23.22	54529	2	6	47	0.16	41.13	0.29	0.29	260	7045	48.03	-0.4	2055	2082
0.38	2.1	115	115	185	18	0.96	0.33	466	13992	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A118_M4_Thunderbolt.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A118_M4_Thunderbolt.png	76	MT	743	402	732	9.04	1144	1916.6666666666667	1916.6666666666667	3083.3333333333335	42	0.75	10	25	65.53	840	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A118_M4_Thunderbolt.png		True	267	71	Thunderbolt	USA	128	177	38	73.4	6.63	49.35	1242	8165	1125	500	3.6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	792	990	792	13.79	185	13.605442176870747	0.9	233	25.51	59681	6	21	38	0.1	38	0.19	0.19	370	36750	50.92	1.57	1333	1224
0.34	2.3	240	240	295	12	1.21	0.17	460	326670	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G57_PzVI_Tiger_P.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G57_PzVI_Tiger_P.png	88	HT	905	554	1418	6.01	1033	1870.1298701298701	1870.1298701298701	2298.7012987012986	35	0.62	6	17	71.32	1550	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G57_PzVI_Tiger_P.png		False	276	68	Tiger (P)	Germany	203	237	44	67.77	4.07	47.91	947	16320	1964	820	7.7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	8.42	128	13.435574780443046	0.75	215	25.26	10769	7	34	29	0.12	23	0.21	0.21	380	61032	48.97	1.06	1093	1042
0.38	2.3	220	220	270	12	1	0.19	423	191022	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G136_Tiger_131.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G136_Tiger_131.png	88	HT	759	300	1006	5.37	973	1885.7142857142856	1885.7142857142856	2314.285714285714	40	0.64	8	15	68.52	1060	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G136_Tiger_131.png		True	252	92	Tiger 131	Germany	145	194	44	69.16	3.71	48.28	1055	20240	1288	650	7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	773	966	773	7.84	122	11.45475372279496	0.79	173	22.4	49169	6	31	26	0.2	20	0.18	0.18	370	56745	48.83	0.55	1129	1093
0.34	2.5	280	280	370	12	1.05	0.16	453	304321	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G04_PzVI_Tiger_I.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G04_PzVI_Tiger_I.png	88	HT	927	278	1452	5.34	1044	2153.846153846154	2153.846153846154	2846.153846153846	40	0.64	7	13	69.89	1550	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G04_PzVI_Tiger_I.png		False	275	72	Tiger I	Germany	203	237	44	68.11	3.64	47.99	953	20160	1725	760	7.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	7.64	165	13.2607481853713	0.75	205	24.83	529	7	32	29	0.12	18	0.2	0.2	380	57312	49.14	1.15	1102	1078
0.31	2.3	360	360	440	12	0.87	0.1	470	423456	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G16_PzVIB_Tiger_II.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G16_PzVIB_Tiger_II.png	105	HT	1030	604	1680	5.35	1051	2076.9230769230767	2076.9230769230767	2538.4615384615386	38	0.53	8	15	74.06	1800	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G16_PzVIB_Tiger_II.png		False	274	42	Tiger II	Germany	225	285	60	60.18	3.22	47.89	955	15120	2327	900	10.4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1100	1375	1100	7.22	151	12.741017582604265	0.75	225	22.93	5137	8	39	32	0.1	27	0.18	0.18	390	70638	48.26	0.37	1042	983
0.35	2	240	240	295	12	1	0.19	504	7860	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G172_PzVIB_Tiger_II_DIT.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G172_PzVIB_Tiger_II_DIT.png	88	HT	1055	662	1250	6.38	1064	1500	1500	1843.75	38	0.69	8	15	74.49	1300	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G172_PzVIB_Tiger_II_DIT.png		True	270	70	Tiger II Kuro.	Germany	203	237	44	72.82	4.64	50.31	1349	16800	1906	700	9.6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	8.56	148	10.071942446043165	0.95	250	25.37	27409	7	37	22	0.14	20	0.23	0.23	380	69500	50.57	0.26	1275	1310
0.37	2.4	530	530	670	16	0.87	0.1	535	846611	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G167_Tiger_Maus_120t.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G167_Tiger_Maus_120t.png	128	HT	1594	1222	1845	5.21	1041	2051.6129032258063	2051.6129032258063	2593.548387096774	32	0.67	7	23	76.7	1950	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G167_Tiger_Maus_120t.png		True	299	60	Tiger-Maus	Germany	246	311	65	62.7	3.27	50	1341	31800	3096	1200	15.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	920	1150	920	6.79	194	10.025062656641603	0.63	284	27.43	23057	9	43	28	0.11	20	0.18	0.18	400	119700	49.16	-0.84	1277	1246
0.43	2.1	45	45	60	20	1.1	0.37	224	2154	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G117_Toldi_III.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G117_Toldi_III.png	40	LT	185	35	375	5.61	911	675	675	900	45	0.3	10	25	59.93	410	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G117_Toldi_III.png		True	196	150	Toldi III	Germany	64	80	20	74.18	4.16	47.69	806	6750	400	155	4	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	800	800	800	9.36	25	16.847826086956523	0.78	58	17.6	63505	3	5	45	0.14	30	0.3	0.3	270	9200	44.1	-3.59	724	473
0.4	2.3	400	400	515	12	0.87	0.15	552	33465	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/sweden-S32_Bofors_Tornvagn.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/sweden-S32_Bofors_Tornvagn.png	120	HT	1416	825	1459	5.64	1131	1600	1600	2060	35	0.72	10	20	75.96	1600	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S32_Bofors_Tornvagn.png		True	294	38	Tornvagn	Sweden	248	297	60	67.79	3.82	50.22	1362	15200	2265	500	15	ARMOR_PIERCING_CR	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1450	680	7.42	168	11.702750146284377	0.84	275	28.59	54657	8	38	25	0.2	25	0.14	0.14	370	42725	51.73	1.51	1561	1454
0.35	2.5	360	360	440	18	0.63	0.15	540	87753	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/italy-It34_Toro.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It34_Toro.png	105	HT	1560	655	1637	6.83	1231	1963.6363636363635	1963.6363636363635	2400	45	0.77	8	20	77.53	1700	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It34_Toro.png	3	True	277	60	Toro	Italy	248	315	105	68	4.64	49.87	1344	21600	2319	800	11	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1290	970	900	8.8	268	15.473887814313347	1.02	298	23.52	53153	9	57	35	0.12	30	0.25	0.25	390	51700	49.99	0.12	1326	1333
0.31	1.7	400	400	515	10	0.93	0.17	514	269624	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB32_Tortoise.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB32_Tortoise.png	120	TD	1462	1039	1633	6.41	924	3380.2816901408455	3380.2816901408455	4352.112676056338	20	0.69	10	20	71.32	1850	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB32_Tortoise.png		False	305	50	Tortoise	UK	259	326	120	62.7	4.02	49.55	1206	20000	2731	810	7.1	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1067	1334	1067	8.99	366	10.577450442685889	0.45	257	28.87	52561	9	57	22	0.06	26	0.26	0.26	390	76578	49.52	-0.03	1044	1081
