accuracy	aimTime	alpha1	alpha2	alpha3	backwardSpeed	bigImage	caliber	class	dpm1	dpm2	dpm3	forwardSpeed	gunDepression	gunElevation	hp	image	intraClipReload	isPrem	maxAmmo	name	nation	pen1	pen2	pen3	potentialDamage	power	reload	shell1	shell2	shell3	shellVelocity1	shellVelocity2	shellVelocity3	specificPower	tank_id	tier	traverseSpeed	turretTraverseDispersion	turretTraverseSpeed	vehicleMovementDispersion	vehicleRotationDispersion	viewRange	weight
0.77	5.2	900	1200	640	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G45_G_Tiger.png	210	SPG	1285.7142857142858	1714.2857142857142	914.2857142857143	45	2	48	500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G45_G_Tiger.png		False	15	G.W. Tiger	Germany	53	66	296	13500	700	42	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	435	465	522	11.889596602972398	8721	9	16	0.46	12	0.26	0.26	295	58875
0.51	1.9	30	30	36	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A74_T1_E6.png	37	LT	1285.7142857142856	1285.7142857142856	1542.8571428571427	48.3	10	15	320	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A74_T1_E6.png	0.5	True	160	T1E6	USA	33	53	19	4800	244	5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	600	750	600	27.642460632151355	53537	2	42	0.12	38	0.28	0.28	260	8827
0.39	2.3	55	55	70	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F03_D2.png	47	MT	1269.2307692307693	1269.2307692307693	1615.3846153846155	23	10	20	410	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F03_D2.png		False	210	D2	France	66	98	24	11550	180	2.6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	885	1106	885	9.331259720062208	321	3	38	0.16	28	0.28	0.28	320	19290
0.77	4.5	165			6	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F20_RenaultBS.png	75	SPG	1269.2307692307693			19	7	45	160	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F20_RenaultBS.png		False	48	FT BS	France	19			7920	100	7.8	HIGH_EXPLOSIVE			270			14.084507042253522	833	2	14	0.34	18	0.3	0.3	250	7100
0.69	5	630	770	420	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F24_Lorraine155_50.png	155	SPG	1268.456375838926	1550.3355704697985	845.6375838926174	60	1	45	340	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F24_Lorraine155_50.png		False	28	Lorr. 155 50	France	40	50	230	17640	700	29.8	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	HOLLOW_CHARGE	450	482	540	23.545240497813655	7233	7	30	0.44	14	0.3	0.3	270	29730
0.47	1.6	11	11		15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/italy-It05_Carro_L6_40.png	20	LT	1267.1999999999998	1267.1999999999998		42.3	12	20	340	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It05_Carro_L6_40.png	0.25	False	600	L6/40	Italy	38	49		6600	108	3.5	ARMOR_PIERCING	ARMOR_PIERCING		825	840		16.071428571428573	417	2	56	0.08	42	0.28	0.28	320	6720
0.41	1.5	40	40	50	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A03_M3_Stuart.png	37	LT	1263.157894736842	1263.157894736842	1578.9473684210527	61	10	20	440	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A03_M3_Stuart.png		False	180	M3 Stuart	USA	69	93	19	7200	380	1.9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	792	990	792	31.101653298412177	289	3	67	0.08	48	0.16	0.16	330	12218
0.5	1.7	12	12		17	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A24_T2_med.png	20	MT	1241.3793103448277	1241.3793103448277		40	8	20	340	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A24_T2_med.png	0.1	False	2400	T2 Medium	USA	30	41		28800	340	7.3	ARMOR_PIERCING	ARMOR_PIERCING_CR		770	963		28.554631729234902	5665	2	40	0.08	36	0.25	0.25	320	11907
0.88	6.5	350	450	300	8	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R14_SU-5.png	152	SPG	1235.2941176470588	1588.235294117647	1058.8235294117646	30	1	72	245	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R14_SU-5.png		False	18	SU-5	USSR	35	44	100	6300	130	17	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	285	305	342	12.812931204415532	4865	4	26	0.46	16	0.24	0.24	250	10146
0.411428571428571	1.71428571428571	47	47	62	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R34_BT-SV.png	45	LT	1233.7499999999977	1233.7499999999977	1627.4999999999968	62	4	22	425	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R34_BT-SV.png		True	170	BT-SV	USSR	51	84	23	7990	500	2.28571428571429	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	757	956	757	38.88024883359253	52225	3	33	0.08	39.38	0.24	0.24	280	12860
0.434285714285714	2.05714285714286	47	47	62	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R56_T-127.png	45	LT	1233.7499999999977	1233.7499999999977	1627.4999999999968	38	8	25	445	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R56_T-127.png		True	210	T-127	USSR	51	84	23	9870	250	2.28571428571429	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	757	956	757	20.161290322580644	53505	3	34	0.16	45.5	0.24	0.24	320	12400
0.411428571428571	1.71428571428571	47	47	62	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R31_Valentine_LL.png	45	LT	1233.7499999999977	1233.7499999999977	1627.4999999999968	32	6	25	580	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R31_Valentine_LL.png		True	120	Valentine II	USSR	51	84	23	5640	140	2.28571428571429	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	757	956	757	9.055627425614489	52481	4	50	0.08	48.13	0.18	0.18	350	15460
0.82	5.5	410			10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A16_M7_Priest.png	105	SPG	1230			38.6	5	45	250	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A16_M7_Priest.png		False	120	M7 Priest	USA	27			49200	500	20	HIGH_EXPLOSIVE			410			21.716469770674077	3617	3	20	0.52	16	0.44	0.44	260	23024
0.76	6	410			10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G19_Wespe.png	105	SPG	1230			40	5	42	230	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G19_Wespe.png		False	55	Wespe	Germany	26			22550	150	20	HIGH_EXPLOSIVE			410			13.824884792626728	5905	3	24	0.48	16	0.4	0.4	250	10850
0.77	5.6	900	1200	600	8	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R27_SU-14.png	203	SPG	1227.2727272727273	1636.3636363636363	818.1818181818181	30	1	60	410	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R27_SU-14.png		False	16	SU-14-2	USSR	52	65	258	14400	700	44	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	425	455	510	11.070694290684802	4097	8	16	0.42	12	0.22	0.22	260	63230
0.42	1.9	47	47	62	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R161_T_116.png	45	LT	1226.0869565217392	1226.0869565217392	1617.3913043478262	60	5	30	410	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R161_T_116.png		True	200	T-116	USSR	51	84	23	9400	335	2.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	757	956	757	32.52427184466019	44801	3	48	0.14	40	0.22	0.22	320	10300
0.44	2.3	47	47	62	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R08_BT-2.png	45	LT	1226.0869565217392	1226.0869565217392	1617.3913043478262	55	8	25	320	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R08_BT-2.png		False	160	BT-2	USSR	51	88	23	7520	490	2.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	757	946	757	46.40151515151515	1025	2	50	0.1	35	0.2	0.2	280	10560
0.78	6	480	580	340	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G23_Grille.png	150	SPG	1225.531914893617	1480.8510638297873	868.0851063829788	42	3	72	315	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G23_Grille.png		False	36	Grille	Germany	38	48	154	17280	150	23.5	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	HOLLOW_CHARGE	355	380	426	12.83147989734816	5649	5	24	0.4	16	0.36	0.36	260	11690
0.43	2.3	110	110	175	16	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F70_SARL42.png	75	MT	1222.2222222222222	1222.2222222222222	1944.4444444444443	40	10	18	540	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F70_SARL42.png		False	45	SARL 42	France	100	129	38	4950	230	5.4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	735	919	735	10.560146923783288	14913	4	28	0.12	32	0.2	0.2	330	21780
0.77	5.2	850	1100	600	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A88_M53_55.png	203	SPG	1214.2857142857142	1571.4285714285716	857.1428571428571	56.3	5	65	450	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A88_M53_55.png		False	20	M53/M55	USA	52	65	314	17000	810	42	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	440	471	528	18.32620647525962	16161	9	24	0.5	10	0.34	0.34	300	44199
0.4	2.7	240	240	320	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F127_AMX_ELC_901.png	90	LT	1210.0840336134454	1210.0840336134454	1613.4453781512605	60	5	13	550	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F127_AMX_ELC_901.png		True	44	AMX ELC 901	France	120	160	45	10560	220	11.9	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	950	800	800	28.387096774193548	57153	6	50	0.2	44	0.25	0.25	360	7750
0.84	6.5	350	450	300	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G22_Sturmpanzer_II.png	150	SPG	1206.896551724138	1551.7241379310346	1034.4827586206898	45	4	75	290	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G22_Sturmpanzer_II.png		False	55	St.Pz. II	Germany	35	44	98	19250	180	17.4	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	HOLLOW_CHARGE	275	294	330	11.35646687697161	4625	4	22	0.48	16	0.4	0.4	255	15850
0.55	2.2	110	110	175	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G100_Gtraktor_Krupp.png	75	MT	1200	1200	1909.090909090909	44	12	60	570	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G100_Gtraktor_Krupp.png		True	180	Gr.Tr.	Germany	43	87	38	19800	250	5.5	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	385	308	385	15.479876160990711	59665	3	36	0.16	41	0.23	0.23	330	16150
0.38	1.6	40	40	50	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/sweden-S12_Strv_M40.png	37	LT	1200	1200	1500	45	15	25	410	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S12_Strv_M40.png		False	175	Strv m/40L	Sweden	78	98	19	7000	220	2	ARMOR_PIERCING_CR	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1150	1150	800	22.37591537835639	641	3	45	0.06	37	0.3	0.3	320	9832
0.8	5.5	410			10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F21_Lorraine39_L_AM.png	105	SPG	1200			37	4	45	215	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F21_Lorraine39_L_AM.png		False	42	Lorr. 39L AM	France	27			17220	90	20.5	HIGH_EXPLOSIVE			405			13.750954927425516	3393	3	22	0.52	14	0.42	0.42	260	6545
0.42	2	60	60	75	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/sweden-S34_Lago_M38.png	47	LT	1200	1200	1500	45	10	20	465	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S34_Lago_M38.png		True	120	Lago M38	Sweden	62	78	24	7200	250	3	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	782	782	660	16.949152542372882	50817	3	40	0.16	28	0.2	0.2	320	14750
0.53	1.7	50	50	62	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F02_D1.png	47	LT	1200	1200	1488	28	18	20	340	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F02_D1.png		False	225	D1	France	25	46	24	11250	74	2.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	450	563	450	6.189360990297758	1601	2	34	0.14	24	0.29	0.29	300	11956
0.39	1.5	40	40	50	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A76_M3_A3.png	37	LT	1200	1200	1500	61	10	20	460	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A76_M3_A3.png		True	174	M3A3 Stuart	USA	56	78	19	6960	262	2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	792	990	792	18.131487889273355	65825	3	44	0.08	44	0.16	0.16	340	14450
0.5	1.71	12	12		20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A19_T2_lt.png	20	LT	1192.0529801324503	1192.0529801324503		72	8	21	300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A19_T2_lt.png	0.1	True	2400	T2 Light	USA	30	41		28800	265	7.66	ARMOR_PIERCING	ARMOR_PIERCING_CR		770	963		35.7914640734738	51489	2	47	0.08	39	0.25	0.25	260	7404
0.4	2.3	55	55	70	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl09_7TP.png	40	LT	1178.5714285714287	1178.5714285714287	1500.0000000000002	40	12	20	380	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl09_7TP.png		False	120	7TP	Poland	55	71	23	6600	150	2.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	732	915	732	15.212981744421906	1425	2	45	0.14	35	0.24	0.24	300	9860
0.4	2.3	135	135	175	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F15_AMX_12t.png	75	LT	1178.181818181818	1178.181818181818	1527.2727272727273	60	6	12	750	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F15_AMX_12t.png	2.5	False	44	AMX 12 t	France	144	202	38	5940	330	20	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	27.82462057335582	6465	6	38	0.14	44	0.16	0.16	360	11860
0.46	2.1	47	47	62	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R86_LTP.png	45	LT	1175	1175	1550	45.1	8	20	410	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R86_LTP.png		True	300	LTP	USSR	51	84	23	14100	170	2.4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	757	956	757	15.74074074074074	56577	3	52	0.16	36	0.26	0.26	310	10800
0.77	5.3	900	1100	600	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A37_M40M43.png	203	SPG	1173.913043478261	1434.7826086956522	782.6086956521739	38.6	5	55	400	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A37_M40M43.png		False	16	M40/M43	USA	52	65	272	14400	500	46	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	440	471	528	13.542061643464601	7457	8	22	0.47	10	0.34	0.34	290	36922
0.79	5.2	900	1200	640	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G94_GW_Tiger_P.png	210	SPG	1173.913043478261	1565.2173913043478	834.7826086956522	35	2	48	440	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G94_GW_Tiger_P.png		False	15	G.W. Tiger P	Germany	53	66	296	13500	640	46	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	435	465	522	8.660351826792963	15377	8	16	0.52	10	0.32	0.32	290	73900
0.5	3.6	390	390	530	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R106_KV85.png	122	HT	1170	1170	1590	34	3	20	970	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R106_KV85.png		False	28	KV-85	USSR	175	217	61	10920	600	20	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	780	975	780	12.972972972972974	2817	6	30	0.2	28	0.22	0.22	340	46250
0.8	5.5	175			12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A107_T1_HMC.png	75	SPG	1166.6666666666667			34	5	45	160	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A107_T1_HMC.png		False	120	T1 HMC	USA	19			21000	89	9	HIGH_EXPLOSIVE			380			17.78221778221778	2081	2	20	0.48	15	0.5	0.5	250	5005
0.45	1.5	35	35	42	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A154_Convertible_Medium_Tank_T3E2.png	37	MT	1166.6666666666667	1166.6666666666667	1400	56.3	8	12	470	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A154_Convertible_Medium_Tank_T3E2.png		True	240	T3E2 Medium	USA	45	64	19	8400	435	1.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	600	750	600	37.02127659574468	32289	3	36	0.12	36	0.21	0.21	310	11750
0.47	2.3	70	70	95	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB05_Vickers_Medium_Mk_II.png	57	MT	1166.6666666666667	1166.6666666666667	1583.3333333333335	40	7	16	380	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB05_Vickers_Medium_Mk_II.png		False	160	Medium II	UK	57	72	29	11200	160	3.6	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	538	673	538	11.486001435750179	337	2	28	0.14	32	0.31	0.31	300	13930
0.42	2.2	60	60	75	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F13_AMX38.png	47	LT	1161.2903225806451	1161.2903225806451	1451.6129032258066	28	14	18	390	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F13_AMX38.png		False	210	AMX 38	France	73	120	24	12600	195	3.1	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	660	825	660	12.341772151898734	5953	3	36	0.2	28	0.2	0.2	320	15800
0.68	6.2	600	730	400	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G02_Hummel.png	150	SPG	1157.5562700964629	1408.3601286173632	771.7041800643086	42	3	42	335	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G02_Hummel.png		False	18	Hummel	Germany	39	49	188	10800	300	31.1	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	HOLLOW_CHARGE	420	449	504	13.186813186813186	273	6	26	0.38	10	0.28	0.28	265	22750
0.38	1.5	45	45	50	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz10_LT_vz38.png	37	LT	1157.142857142857	1157.142857142857	1285.7142857142858	45	5	25	420	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz10_LT_vz38.png	1	False	159	LT vz. 38	Czech	82	115	18	7155	220	5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	900	1224	915	21.266312228129532	625	3	46	0.1	32	0.27	0.27	330	10345
0.42	2.1	45	45	60	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB58_Cruiser_Mk_III.png	40	LT	1148.936170212766	1148.936170212766	1531.9148936170213	48	15	20	390	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB58_Cruiser_Mk_III.png	0.5	False	320	Cruiser III	UK	49	71	23	14400	425	7.9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	732	915	732	29.658060013956735	7761	3	44	0.12	46	0.23	0.23	330	14330
0.72	6	630	770	420	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F23_AMX_13F3AM.png	155	SPG	1145.4545454545455	1400	763.6363636363636	60	1	45	300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F23_AMX_13F3AM.png		False	25	AMX 13 F3	France	39	49	194	15750	280	33	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	HOLLOW_CHARGE	470	503	564	17.25200246457178	4673	6	30	0.4	14	0.3	0.3	270	16230
0.46	2	40	40	50	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A02_M2_lt.png	37	LT	1142.8571428571427	1142.8571428571427	1428.5714285714284	58	10	20	320	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A02_M2_lt.png		False	205	M2	USA	55	78	19	8200	285	2.1	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	782	978	782	33.63228699551569	1825	2	50	0.12	35	0.24	0.24	320	8474
0.66	4.8	550	650	400	43.5	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB29_Crusader_5inch.png	139.7	SPG	1137.9310344827586	1344.8275862068967	827.5862068965517	14	5	45	350	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB29_Crusader_5inch.png		False	32	Crusader SP	UK	35	44	212	17600	410	29	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	440	471	528	21.866666666666667	11345	7	32	0.4	14	0.3	0.3	275	18750
0.38	1.7	55	55	70	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F44_Somua_S35.png	47	MT	1137.9310344827586	1137.9310344827586	1448.2758620689656	45	11	25	450	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F44_Somua_S35.png		False	120	Somua S35	France	66	98	24	6600	260	2.9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	885	1106	885	12.974051896207586	13121	3	50	0.1	42	0.23	0.23	330	20040
0.38	2.9	220	220	270	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F97_ELC_EVEN_90.png	90	LT	1131.4285714285713	1131.4285714285713	1388.5714285714284	70	9	13	900	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F97_ELC_EVEN_90.png	2.5	True	45	ELC EVEN 90	France	175	215	45	9900	160	30	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	760	950	760	24.90272373540856	61505	8	45	0.16	46	0.19	0.19	380	6425
0.4	2	75	75	95	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A109_T56_GMC.png	57	TD	1125	1125	1425	50	5	25	285	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A109_T56_GMC.png		False	95	T56 GMC	USA	110	180	29	7125	400	4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	823	1029	823	28.71706511594515	6433	3	30	0.14	44	0.28	0.28	290	13929
0.4	1.2	30	30	40	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz29_Pzw_39.png	24	LT	1125	1125	1500	45	10	25	445	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz29_Pzw_39.png		True	360	Pzw. 39	Czech	45	60	30	10800	110	1.6	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	700	900	600	14.765100671140939	5745	3	40	0.12	40	0.18	0.18	330	7450
0.5	2.1	12	12	16	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/sweden-S05_Strv_M21_29.png	20	LT	1115.0442477876104	1115.0442477876104	1486.7256637168139	25	10	15	280	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S05_Strv_M21_29.png	0.3	False	1110	Strv fm/21	Sweden	30	44	10	13320	110	4.4	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	805	775	890	12.478729438457176	129	1	35	0.1	28	0.32	0.32	290	8815
0.35	2	50	50	70	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/italy-It29_Carro_Celere_Sahariano.png	47	MT	1111.111111111111	1111.111111111111	1555.5555555555554	50	10	20	450	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It29_Carro_Celere_Sahariano.png		True	195	Sahariano	Italy	70	95	45	9750	230	2.7	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	830	650	400	14.488188976377952	52385	3	42	0.14	34	0.25	0.25	320	15875
0.8	6.2	500	600	360	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A87_M44.png	155	SPG	1111.111111111111	1333.3333333333335	800	56.3	5	65	315	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A87_M44.png		False	36	M44	USA	39	49	182	18000	550	27	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	HOLLOW_CHARGE	430	460	516	19.112485665635752	16417	6	22	0.38	9	0.3	0.3	265	28777
